Professor,Publication Type,Venue,Title,Authors,Year,Research Field,Research Fields,Research Field Percentages,2D Points
Bernhard Schölkopf,Conference or Workshop Paper,UAI,Identifying Finite Mixtures of Nonparametric Product Distributions and Causal Inference of Confounders.,Eleni Sgouritsa;Dominik Janzing;Jonas Peters;Bernhard Schölkopf,2013,Machine Learning,['Machine Learning'],[1.0],"[-17.358388900756836, -45.48461151123047]"
Bernhard Schölkopf,Conference or Workshop Paper,WSDM,Structure and dynamics of information pathways in online media.,Manuel Gomez-Rodriguez;Jure Leskovec;Bernhard Schölkopf,2013,Robotics,"['Robotics', 'Design Automation of Microelectronic Systems (EDA)']","[0.5, 0.5]","[-28.458269119262695, -13.01223087310791]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Semi-Supervised Domain Adaptation with Non-Parametric Copulas,David Lopez-Paz;José Miguel Hernández-Lobato;Bernhard Schölkopf,2013,Machine Learning,['Machine Learning'],[0.75],"[18.94817543029785, -22.932056427001953]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Domain Generalization via Invariant Feature Representation,Krikamol Muandet;David Balduzzi;Bernhard Schölkopf,2013,Machine Learning,['Machine Learning'],[1.0],"[18.72859764099121, -18.110767364501953]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,One-Class Support Measure Machines for Group Anomaly Detection,Krikamol Muandet;Bernhard Schölkopf,2013,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.5, 0.5]","[-41.103050231933594, -70.47488403320312]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,From Ordinary Differential Equations to Structural Causal Models: the deterministic case,Joris M. Mooij;Dominik Janzing;Bernhard Schölkopf,2013,Machine Learning,['Machine Learning'],[1.0],"[6.897159099578857, -33.08797836303711]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Modeling Information Propagation with Survival Theory,Manuel Gomez-Rodriguez;Jure Leskovec;Bernhard Schölkopf,2013,Machine Learning,['Machine Learning'],[1.0],"[-31.986539840698242, -33.87541580200195]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Kernel Mean Estimation and Stein's Effect.,Krikamol Muandet;Kenji Fukumizu;Bharath K. Sriperumbudur;Arthur Gretton;Bernhard Schölkopf,2013,Machine Learning,['Machine Learning'],[1.0],"[21.427385330200195, -47.85478210449219]"
Bernhard Schölkopf,Journal Article,Artif. Intell.,Information-geometric approach to inferring causal directions.,Dominik Janzing;Joris M. Mooij;Kun Zhang;Jan Lemeire;Jakob Zscheischler;Povilas Daniusis;Bastian Steudel;Bernhard Schölkopf,2012,Machine Learning,"['Machine Learning', 'Computer Vision']","[0.6666666666666666, 0.3333333333333333]","[-0.8639108538627625, -41.688140869140625]"
Bernhard Schölkopf,Journal Article,J. Mach. Learn. Res.,A Kernel Two-Sample Test.,Arthur Gretton;Karsten M. Borgwardt;Malte J. Rasch;Bernhard Schölkopf;Alexander J. Smola,2012,Machine Learning,['Machine Learning'],[1.0],"[8.684170722961426, -42.65762710571289]"
Bernhard Schölkopf,Conference or Workshop Paper,ECCV (7),Recording and Playback of Camera Shake: Benchmarking Blind Deconvolution with a Real-World Database.,Rolf Köhler;Michael Hirsch;Betty J. Mohler;Bernhard Schölkopf;Stefan Harmeling,2012,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[76.44591522216797, 16.78325843811035]"
Bernhard Schölkopf,Conference or Workshop Paper,ICIP,A blind deconvolution approach for pseudo CT prediction from MR image pairs.,Michael Hirsch;Matthias Hofmann;Frederic Mantlik;Bernd J. Pichler;Bernhard Schölkopf;Michael Habeck,2012,Computer Vision,['Computer Vision'],[1.0],"[75.78897094726562, 13.879093170166016]"
Bernhard Schölkopf,Conference or Workshop Paper,ICML,Influence Maximization in Continuous Time Diffusion Networks.,Manuel Gomez-Rodriguez;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[9.143855094909668, -19.869970321655273]"
Bernhard Schölkopf,Conference or Workshop Paper,ICML,Submodular Inference of Diffusion Networks from Multiple Trees.,Manuel Gomez-Rodriguez;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[11.516716957092285, -11.329225540161133]"
Bernhard Schölkopf,Conference or Workshop Paper,ICML,On causal and anticausal learning.,Bernhard Schölkopf;Dominik Janzing;Jonas Peters;Eleni Sgouritsa;Kun Zhang;Joris M. Mooij,2012,Machine Learning,['Machine Learning'],[1.0],"[1.2824106216430664, -27.85584259033203]"
Bernhard Schölkopf,Conference or Workshop Paper,IROS,A brain-robot interface for studying motor learning after stroke.,Timm Meyer;Jan Peters;Doris Brtz;Thorsten O. Zander;Bernhard Schölkopf;Surjo R. Soekadar;Moritz Grosse-Wentrup,2012,Robotics,"['Robotics', 'Machine Learning']","[0.5, 0.5]","[-15.269701957702637, 12.860185623168945]"
Bernhard Schölkopf,Conference or Workshop Paper,NIPS,Learning from Distributions via Support Measure Machines.,Krikamol Muandet;Kenji Fukumizu;Francesco Dinuzzo;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[-3.2078897953033447, -53.225311279296875]"
Bernhard Schölkopf,Conference or Workshop Paper,NIPS,The representer theorem for Hilbert spaces: a necessary and sufficient condition.,Francesco Dinuzzo;Bernhard Schölkopf,2012,Natural Language Processing,['Natural Language Processing'],[1.0],"[13.886153221130371, -56.31521224975586]"
Bernhard Schölkopf,Conference or Workshop Paper,NIPS,Semi-Supervised Domain Adaptation with Non-Parametric Copulas.,David López-Paz;José Miguel Hernández-Lobato;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[0.75],"[18.94817543029785, -22.932056427001953]"
Bernhard Schölkopf,Conference or Workshop Paper,Robotics: Science and Systems,Probabilistic Modeling of Human Movements for Intention Inference.,Zhikun Wang;Marc Peter Deisenroth;Heni Ben Amor;David Vogt;Bernhard Schölkopf;Jan Peters,2012,Machine Learning,['Machine Learning'],[1.0],"[-24.832778930664062, 61.598060607910156]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Detecting low-complexity unobserved causes,Dominik Janzing;Eleni Sgouritsa;Oliver Stegle;Jonas Peters;Bernhard Schölkopf,2012,Computer Vision,['Computer Vision'],[1.0],"[-32.130401611328125, 10.59801197052002]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Identifiability of Causal Graphs using Functional Models,Jonas Peters;Joris M. Mooij;Dominik Janzing;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[-5.224455833435059, -38.064453125]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Kernel-based Conditional Independence Test and Application in Causal Discovery,Kun Zhang;Jonas Peters;Dominik Janzing;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[-8.854660987854004, -41.6176872253418]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Learning from Distributions via Support Measure Machines,Krikamol Muandet;Bernhard Schölkopf;Kenji Fukumizu;Francesco Dinuzzo,2012,Machine Learning,['Machine Learning'],[1.0],"[-3.208482027053833, -53.22486114501953]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Inferring deterministic causal relations,Povilas Daniusis;Dominik Janzing;Joris M. Mooij;Jakob Zscheischler;Bastian Steudel;Kun Zhang;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[-1.5020347833633423, -36.88481903076172]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Invariant Gaussian Process Latent Variable Models and Application in Causal Discovery,Kun Zhang;Bernhard Schölkopf;Dominik Janzing,2012,Machine Learning,['Machine Learning'],[1.0],"[-12.460843086242676, -25.197240829467773]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Submodular Inference of Diffusion Networks from Multiple Trees,Manuel Gomez-Rodriguez;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[11.516716957092285, -11.329225540161133]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Influence Maximization in Continuous Time Diffusion Networks,Manuel Gomez-Rodriguez;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[9.143855094909668, -19.869970321655273]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,The representer theorem for Hilbert spaces: a necessary and sufficient condition,Francesco Dinuzzo;Bernhard Schölkopf,2012,Natural Language Processing,['Natural Language Processing'],[1.0],"[13.886153221130371, -56.31521224975586]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Identifying confounders using additive noise models,Dominik Janzing;Jonas Peters;Joris M. Mooij;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[-18.2004451751709, -43.936222076416016]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Causal Inference on Time Series using Structural Equation Models,Jonas Peters;Dominik Janzing;Bernhard Schölkopf,2012,Machine Learning,['Machine Learning'],[1.0],"[1.636988878250122, -37.79135513305664]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Structure and Dynamics of Information Pathways in Online Media,Manuel Gomez-Rodriguez;Jure Leskovec;Bernhard Schölkopf,2012,Robotics,"['Robotics', 'Design Automation of Microelectronic Systems (EDA)']","[0.5, 0.5]","[-28.458189010620117, -13.012699127197266]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,easyGWAS: An integrated interspecies platform for performing genome-wide association studies,Dominik G. Grimm;Bastian Greshake;Stefan Kleeberger;Christoph Lippert;Oliver Stegle;Bernhard Schölkopf;Detlef Weigel;Karsten M. Borgwardt,2012,Bioinformatics and Computational Biology,['Bioinformatics and Computational Biology'],[1.0],"[-36.85824203491211, 29.22513198852539]"
Bernhard Schölkopf,Journal Article,J. Comput. Biol.,A Blind Deconvolution Approach for Improving the Resolution of Cryo-EM Density Maps.,Michael Hirsch;Bernhard Schölkopf;Michael Habeck,2011,Computer Vision,['Computer Vision'],[1.0],"[74.49634552001953, 12.793210983276367]"
Bernhard Schölkopf,Journal Article,Neural Comput.,A Graphical Model Framework for Decoding in the Visual ERP-Based BCI Speller.,Suzanna Martens;Joris M. Mooij;N. Jeremy Hill;Jason Farquhar;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[0.75],"[-0.9476233124732971, 47.316898345947266]"
Bernhard Schölkopf,Journal Article,NeuroImage,Causal influence of gamma oscillations on the sensorimotor rhythm.,Moritz Grosse-Wentrup;Bernhard Schölkopf;N. Jeremy Hill,2011,Robotics,"['Robotics', 'Machine Learning']","[0.5, 0.5]","[-34.28059005737305, -52.00383377075195]"
Bernhard Schölkopf,Journal Article,IEEE Trans. Pattern Anal. Mach. Intell.,Causal Inference on Discrete Data Using Additive Noise Models.,Jonas Peters;Dominik Janzing;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[-17.527286529541016, -41.840492248535156]"
Bernhard Schölkopf,Conference or Workshop Paper,ICASSP,Finding dependencies between frequencies with the kernel cross-spectral density.,Michel Besserve;Dominik Janzing;Nikos K. Logothetis;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[4.59058952331543, -48.78850555419922]"
Bernhard Schölkopf,Conference or Workshop Paper,ICCP,Removing noise from astronomical images using a pixel-specific noise model.,Harold Christopher Burger;Bernhard Schölkopf;Stefan Harmeling,2011,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[-21.20951271057129, -42.17487335205078]"
Bernhard Schölkopf,Conference or Workshop Paper,ICCV,Fast removal of non-uniform camera shake.,Michael Hirsch;Christian J. Schuler;Stefan Harmeling;Bernhard Schölkopf,2011,Computer Vision,['Computer Vision'],[1.0],"[76.29475402832031, 17.78975486755371]"
Bernhard Schölkopf,Conference or Workshop Paper,ICML,Uncovering the Temporal Dynamics of Diffusion Networks.,Manuel Gomez-Rodriguez;David Balduzzi;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[8.91096305847168, -10.884944915771484]"
Bernhard Schölkopf,Conference or Workshop Paper,ICML,Support Vector Machines as Probabilistic Models.,Vojtech Franc;Alexander Zien;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[-8.890925407409668, -54.51133728027344]"
Bernhard Schölkopf,Conference or Workshop Paper,IROS,Learning anticipation policies for robot table tennis.,Zhikun Wang;Christoph H. Lampert;Katharina Mülling;Bernhard Schölkopf;Jan Peters,2011,Robotics,"['Robotics', 'Machine Learning']","[0.5, 0.5]","[-71.540771484375, 13.482660293579102]"
Bernhard Schölkopf,Conference or Workshop Paper,IROS,Learning inverse kinematics with structured prediction.,Botond Bocsi;Duy Nguyen-Tuong;Lehel Csató;Bernhard Schölkopf;Jan Peters,2011,Machine Learning,['Machine Learning'],[1.0],"[-6.363724231719971, 23.897235870361328]"
Bernhard Schölkopf,Conference or Workshop Paper,NIPS,On Causal Discovery with Cyclic Additive Noise Models.,Joris M. Mooij;Dominik Janzing;Tom Heskes;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[-15.827978134155273, -41.385501861572266]"
Bernhard Schölkopf,Conference or Workshop Paper,NIPS,Recovering Intrinsic Images with a Global Sparsity Prior on Reflectance.,Peter V. Gehler;Carsten Rother;Martin Kiefel;Lumin Zhang;Bernhard Schölkopf,2011,Computer Vision,['Computer Vision'],[1.0],"[34.370567321777344, 18.65036392211914]"
Bernhard Schölkopf,Conference or Workshop Paper,UAI,Detecting low-complexity unobserved causes.,Dominik Janzing;Eleni Sgouritsa;Oliver Stegle;Jonas Peters;Bernhard Schölkopf,2011,Computer Vision,['Computer Vision'],[1.0],"[-32.130401611328125, 10.59801197052002]"
Bernhard Schölkopf,Conference or Workshop Paper,UAI,Identifiability of Causal Graphs using Functional Models.,Jonas Peters;Joris M. Mooij;Dominik Janzing;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[-5.224321365356445, -38.064430236816406]"
Bernhard Schölkopf,Conference or Workshop Paper,UAI,Kernel-based Conditional Independence Test and Application in Causal Discovery.,Kun Zhang;Jonas Peters;Dominik Janzing;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[-8.854508399963379, -41.6175651550293]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Uncovering the Temporal Dynamics of Diffusion Networks,Manuel Gomez-Rodriguez;David Balduzzi;Bernhard Schölkopf,2011,Machine Learning,['Machine Learning'],[1.0],"[8.910950660705566, -10.884851455688477]"
Bernhard Schölkopf,Informal or Other Publication,CoRR,Robust Learning via Cause-Effect Models,Bernhard Schölkopf;Dominik Janzing;Jonas Peters;Kun Zhang,2011,Machine Learning,['Machine Learning'],[1.0],"[-26.315675735473633, -32.59288787841797]"
Bernhard Schölkopf,Journal Article,J. Comput. Neurosci.,Causal relationships between frequency bands of extracellular signals in visual cortex revealed by an information theoretic analysis.,Michel Besserve;Bernhard Schölkopf;Nikos K. Logothetis;Stefano Panzeri,2010,Visualization,"['Visualization', 'Machine Learning']","[0.5, 0.5]","[6.572779655456543, -1.3235208988189697]"
Bernhard Schölkopf,Journal Article,J. Mach. Learn. Res.,Hilbert Space Embeddings and Metrics on Probability Measures.,Bharath K. Sriperumbudur;Arthur Gretton;Kenji Fukumizu;Bernhard Schölkopf;Gert R. G. Lanckriet,2010,Natural Language Processing,"['Natural Language Processing', 'Machine Learning']","[0.5, 0.5]","[14.131186485290527, -52.50269317626953]"
Bernhard Schölkopf,Journal Article,IEEE Geosci. Remote. Sens. Lett.,Remote Sensing Feature Selection by Kernel Dependence Measures.,Gustavo Camps-Valls;Joris M. Mooij;Bernhard Schölkopf,2010,Machine Learning,['Machine Learning'],[1.0],"[6.761181354522705, -50.39744567871094]"
Bernhard Schölkopf,Journal Article,SIAM J. Imaging Sci.,Nonparametric Regression between General Riemannian Manifolds.,Florian Steinke;Matthias Hein;Bernhard Schölkopf,2010,Machine Learning,['Machine Learning'],[1.0],"[28.077871322631836, -33.60348892211914]"
Bernhard Schölkopf,Journal Article,IEEE Trans. Inf. Theory,Causal inference using the algorithmic Markov condition.,Dominik Janzing;Bernhard Schölkopf,2010,Machine Learning,['Machine Learning'],[1.0],"[-3.0100998878479004, -44.88252258300781]"
Bernhard Schölkopf,Conference or Workshop Paper,COLT,Causal Markov Condition for Submodular Information Measures.,Bastian Steudel;Dominik Janzing;Bernhard Schölkopf,2010,Machine Learning,['Machine Learning'],[1.0],"[-2.8687593936920166, -46.978126525878906]"
Bernhard Schölkopf,Conference or Workshop Paper,CVPR,Efficient filter flow for space-variant multiframe blind deconvolution.,Michael Hirsch;Suvrit Sra;Bernhard Schölkopf;Stefan Harmeling,2010,Computer Vision,['Computer Vision'],[1.0],"[75.01814270019531, 16.533668518066406]"
Bernhard Schölkopf,Conference or Workshop Paper,ICIP,"Multiframe blind deconvolution, super-resolution, and saturation correction via incremental EM.",Stefan Harmeling;Suvrit Sra;Michael Hirsch;Bernhard Schölkopf,2010,Computer Vision,['Computer Vision'],[1.0],"[74.57962799072266, 16.27646255493164]"
Bernhard Schölkopf,Conference or Workshop Paper,ICRA,Movement templates for learning of hitting and batting.,Jens Kober;Katharina Mülling;Oliver Kroemer;Christoph H. Lampert;Bernhard Schölkopf;Jan Peters,2010,Machine Learning,['Machine Learning'],[1.0],"[-20.931161880493164, 61.22175216674805]"
Bernhard Schölkopf,Conference or Workshop Paper,Information Hiding,The Influence of the Image Basis on Modeling and Steganalysis Performance.,Valentin Schwamberger;Pham Hai Dang Le;Bernhard Schölkopf;Matthias O. Franz,2010,Computer Vision,"['Computer Vision', 'Machine Learning']","[0.6666666666666666, 0.3333333333333333]","[46.731510162353516, 4.033700942993164]"
