Professor,Publication Type,Venue,Title,Authors,Year
Bernhard Schölkopf ,Journal,"Advances in Neural Information Processing Systems 10, {[NIPS} Conference,
Denver, Colorado, USA, 1997]",From Regularization Operators to Support Vector Kernels,"Alexander J. Smola;Bernhard Sch{\""{o}}lkopf",1997
Bernhard Schölkopf ,Journal,"Advances in Neural Information Processing Systems 10, {[NIPS} Conference,
Denver, Colorado, USA, 1997]",Prior Knowledge in Support Vector Kernels,"Bernhard Sch{\""{o}}lkopf;Patrice Y. Simard;Alexander J. Smola;Vladimir Vapnik",1997
Bernhard Schölkopf ,Journal,"Artificial Neural Networks - {ICANN} 96, 1996 International Conference,
Bochum, Germany, July 16-19, 1996, Proceedings",Incorporating Invariances in Support Vector Learning Machines,"Bernhard Sch{\""{o}}lkopf;Chris Burges;Vladimir Vapnik",1996
Bernhard Schölkopf ,Journal,"Artificial Neural Networks - {ICANN} 96, 1996 International Conference,
Bochum, Germany, July 16-19, 1996, Proceedings","Comparison of View-Based Object Recognition Algorithms Using Realistic
3D Models","Volker Blanz;Bernhard Sch{\""{o}}lkopf;Heinrich H. B{\""{u}}lthoff;Chris Burges;Vladimir Vapnik;Thomas Vetter",1996
Bernhard Schölkopf ,Journal,"Advances in Neural Information Processing Systems 9, NIPS, Denver,
CO, USA, December 2-5, 1996",Improving the Accuracy and Speed of Support Vector Machines,"Christopher J. C. Burges;Bernhard Sch{\""{o}}lkopf",1996
Bernhard Schölkopf ,Paper,Adapt. Behav.,View-Based Cognitive Mapping and Path Planning,"Bernhard Sch{\""{o}}lkopf;Hanspeter A. Mallot",1995
Bernhard Schölkopf ,Journal,"Proceedings of the First International Conference on Knowledge Discovery
and Data Mining (KDD-95), Montreal, Canada, August 20-21, 1995",Extracting Support Data for a Given Task,"Bernhard Sch{\""{o}}lkopf;Chris Burges;Vladimir Vapnik",1995
Carsten Eickhoff,Journal,"Proceedings of the 61st Annual Meeting of the Association for Computational
Linguistics (Volume 1: Long Papers), {ACL} 2023, Toronto, Canada,
July 9-14, 2023",{SIMSUM:} Document-level Text Simplification via Simultaneous Summarization,Sofia Blinova;Xinyu Zhou;Martin Jaggi;Carsten Eickhoff;Seyed Ali Bahrainian,2023
Carsten Eickhoff,Journal,"Proceedings of the 32nd {ACM} International Conference on Information
and Knowledge Management, {CIKM} 2023, Birmingham, United Kingdom,
October 21-25, 2023",Predictive Uncertainty-based Bias Mitigation in Ranking,Maria Heuss;Daniel Cohen;Masoud Mansoury;Maarten de Rijke;Carsten Eickhoff,2023
Carsten Eickhoff,Journal,"Proceedings of the 17th Conference of the European Chapter of the
Association for Computational Linguistics, {EACL} 2023, Dubrovnik,
Croatia, May 2-6, 2023",Parameter-efficient Modularised Bias Mitigation via AdapterFusion,Deepak Kumar;Oleg Lesota;George Zerveas;Daniel Cohen;Carsten Eickhoff;Markus Schedl;Navid Rekabsaz,2023
Carsten Eickhoff,Journal,"The Eleventh International Conference on Learning Representations,
{ICLR} 2023, Kigali, Rwanda, May 1-5, 2023",Linearly Mapping from Image to Text Space,Jack Merullo;Louis Castricato;Carsten Eickhoff;Ellie Pavlick,2023
Carsten Eickhoff,Paper,CoRR,"Unsupervised Multivariate Time-Series Transformers for Seizure Identification
on {EEG}",Ilkay Yildiz Potter;George Zerveas;Carsten Eickhoff;Dominique Duncan,2023
Carsten Eickhoff,Paper,CoRR,Parameter-efficient Modularised Bias Mitigation via AdapterFusion,Deepak Kumar;Oleg Lesota;George Zerveas;Daniel Cohen;Carsten Eickhoff;Markus Schedl;Navid Rekabsaz,2023
Carsten Eickhoff,Paper,CoRR,CroCoSum: {A} Benchmark Dataset for Cross-Lingual Code-Switched Summarization,Ruochen Zhang;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,Neural Summarization of Electronic Health Records,Koyena Pal;Seyed Ali Bahrainian;Laura Mercurio;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,"Enhancing the Ranking Context of Dense Retrieval Methods through Reciprocal
Nearest Neighbors",George Zerveas;Navid Rekabsaz;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,Language Models Implement Simple Word2Vec-style Vector Arithmetic,Jack Merullo;Carsten Eickhoff;Ellie Pavlick,2023
Carsten Eickhoff,Paper,CoRR,Stable Anisotropic Regularization,William Rudman;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,{SSE:} {A} Metric for Evaluating Search System Explainability,Catherine Chen;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,One-Versus-Others Attention: Scalable Multimodal Integration,Michal Golovanevsky;Eva Schiller;Akira Nair;Ritambhara Singh;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,Predictive Uncertainty-based Bias Mitigation in Ranking,Maria Heuss;Daniel Cohen;Masoud Mansoury;Maarten de Rijke;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,Impact Factors for Computer Science Conferences,Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,Circuit Component Reuse Across Tasks in Transformer Language Models,Jack Merullo;Carsten Eickhoff;Ellie Pavlick,2023
Carsten Eickhoff,Paper,CoRR,Outlier Dimensions Encode Task-Specific Knowledge,William Rudman;Catherine Chen;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,CoRR,Controllable Topic-Focused Abstractive Summarization,Seyed Ali Bahrainian;Martin Jaggi;Carsten Eickhoff,2023
Carsten Eickhoff,Paper,J. Am. Medical Informatics Assoc.,Multimodal attention-based deep learning for Alzheimer's disease diagnosis,Michal Golovanevsky;Carsten Eickhoff;Ritambhara Singh,2022
Carsten Eickhoff,Paper,npj Digit. Medicine,"An automated {COVID-19} triage pipeline using artificial intelligence
based on chest radiographs and clinical data",Chris K. Kim;Ji Whae Choi;Zhicheng Jiao;Dongcui Wang;Jing Wu;Thomas Y. Yi;Kasey C. Halsey;Feyisope Eweje;Thi My Linh Tran;Chang Liu;Robin Wang;John Sollee;Celina Hsieh;Ken Chang;Fang{-}Xue Yang;Ritambhara Singh;Jie{-}Lin Ou;Raymond Y. Huang;Cai Feng;Michael D. Feldman;Tao Liu;Ji Sheng Gong;Shaolei Lu;Carsten Eickhoff;Xue Feng;Ihab Kamel;Ronnie Sebro;Michael Atalay;Terrance Healey;Yong Fan;Wei{-}hua Liao;Jianxin Wang;Harrison Bai,2022
Carsten Eickhoff,Paper,{ACM} Trans. Inf. Syst.,{CATS:} Customizable Abstractive Topic-based Summarization,Seyed Ali Bahrainian;George Zerveas;Fabio Crestani;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"Findings of the Association for Computational Linguistics: {ACL} 2022,
Dublin, Ireland, May 22-27, 2022",{NEWTS:} {A} Corpus for News Topic-Focused Summarization,Seyed Ali Bahrainian;Sheridan Feucht;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"Findings of the Association for Computational Linguistics: {ACL} 2022,
Dublin, Ireland, May 22-27, 2022",IsoScore: Measuring the Uniformity of Embedding Space Utilization,William Rudman;Nate Gillman;Taylor Rayne;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"{AMIA} 2022, American Medical Informatics Association Annual Symposium,
Washington, DC, USA, November 5-9, 2022",When {BERT} Fails - The Limits of {EHR} Classification,Augusto Garcia{-}Agundez;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"Proceedings of the Fifth BlackboxNLP Workshop on Analyzing and Interpreting
Neural Networks for NLP, BlackboxNLP@EMNLP 2022, Abu Dhabi, United
Arab Emirates (Hybrid), December 8, 2022",Garden Path Traversal in {GPT-2},William Jurayj;William Rudman;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"Computing in Cardiology, CinC 2022, Tampere, Finland, September 4-7,
2022",ACQuA: Anomaly Classification with Quasi-Attractors,William Rudman;Jack Merullo;Laura Mercurio;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"Proceedings of the 2022 Conference on Empirical Methods in Natural
Language Processing, {EMNLP} 2022, Abu Dhabi, United Arab Emirates,
December 7-11, 2022","{CODER:} An efficient framework for improving retrieval through COntextual
Document Embedding Reranking",George Zerveas;Navid Rekabsaz;Daniel Cohen;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"21st {IEEE} International Conference on Machine Learning and Applications,
{ICMLA} 2022, Nassau, Bahamas, December 12-14, 2022","Unsupervised Multivariate Time-Series Transformers for Seizure Identification
on {EEG}",Ilkay Yildiz Potter;George Zerveas;Carsten Eickhoff;Dominique Duncan,2022
Carsten Eickhoff,Journal,"{SIGIR} '22: The 45th International {ACM} {SIGIR} Conference on Research
and Development in Information Retrieval, Madrid, Spain, July 11 -
15, 2022","Mitigating Bias in Search Results Through Contextual Document Reranking
and Neutrality Regularization",George Zerveas;Navid Rekabsaz;Daniel Cohen;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"{SIGIR} '22: The 45th International {ACM} {SIGIR} Conference on Research
and Development in Information Retrieval, Madrid, Spain, July 11 -
15, 2022","Inconsistent Ranking Assumptions in Medical Search and Their Downstream
Consequences",Daniel Cohen;Kevin Du;Bhaskar Mitra;Laura Mercurio;Navid Rekabsaz;Carsten Eickhoff,2022
Carsten Eickhoff,Journal,"Proceedings of the 11th Joint Conference on Lexical and Computational
Semantics, *SEM@NAACL-HLT 2022, Seattle, WA, USA, July 14-15, 2022",Pretraining on Interactions for Learning Grounded Affordance Representations,Jack Merullo;Dylan Ebert;Carsten Eickhoff;Ellie Pavlick,2022
Carsten Eickhoff,Paper,CoRR,Wasserstein Adversarial Learning based Temporal Knowledge Graph Embedding,Yuanfei Dai;Wenzhong Guo;Carsten Eickhoff,2022
Carsten Eickhoff,Paper,CoRR,Garden-Path Traversal within {GPT-2},William Jurayj;William Rudman;Carsten Eickhoff,2022
Carsten Eickhoff,Paper,CoRR,{NEWTS:} {A} Corpus for News Topic-Focused Summarization,Seyed Ali Bahrainian;Sheridan Feucht;Carsten Eickhoff,2022
Carsten Eickhoff,Paper,CoRR,Multimodal Attention-based Deep Learning for Alzheimer's Disease Diagnosis,Michal Golovanevsky;Carsten Eickhoff;Ritambhara Singh,2022
Carsten Eickhoff,Paper,CoRR,Pretraining on Interactions for Learning Grounded Affordance Representations,Jack Merullo;Dylan Ebert;Carsten Eickhoff;Ellie Pavlick,2022
Carsten Eickhoff,Paper,CoRR,When {BERT} Fails - The Limits of {EHR} Classification,Augusto Garcia{-}Agundez;Carsten Eickhoff,2022
Carsten Eickhoff,Paper,CoRR,Linearly Mapping from Image to Text Space,Jack Merullo;Louis Castricato;Carsten Eickhoff;Ellie Pavlick,2022
Carsten Eickhoff,Paper,CoRR,Evaluating Search Explainability with Psychometrics and Crowdsourcing,Catherine Chen;Carsten Eickhoff,2022
Carsten Eickhoff,Paper,Briefings Bioinform.,"Drug-drug interaction prediction with Wasserstein Adversarial Autoencoder-based
knowledge graph embeddings",Yuanfei Dai;Chenhao Guo;Wenzhong Guo;Carsten Eickhoff,2021
Carsten Eickhoff,Journal,"Findings of the Association for Computational Linguistics: {EMNLP}
2021, Virtual Event / Punta Cana, Dominican Republic, 16-20 November,
2021",Self-Supervised Neural Topic Modeling,Seyed Ali Bahrainian;Martin Jaggi;Carsten Eickhoff,2021
Carsten Eickhoff,Journal,"{ICTIR} '21: The 2021 {ACM} {SIGIR} International Conference on the
Theory of Information Retrieval, Virtual Event, Canada, July 11, 2021","A Modern Perspective on Query Likelihood with Deep Generative Retrieval
Models",Oleg Lesota;Navid Rekabsaz;Daniel Cohen;Klaus Antonius Grasserbauer;Carsten Eickhoff;Markus Schedl,2021
Carsten Eickhoff,Journal,"{KDD} '21: The 27th {ACM} {SIGKDD} Conference on Knowledge Discovery
and Data Mining, Virtual Event, Singapore, August 14-18, 2021","A Transformer-based Framework for Multivariate Time Series Representation
Learning",George Zerveas;Srideepika Jayaraman;Dhaval Patel;Anuradha Bhamidipaty;Carsten Eickhoff,2021
Carsten Eickhoff,Journal,"Proceedings of the 2021 Conference of the North American Chapter of
the Association for Computational Linguistics: Human Language Technologies,
{NAACL-HLT} 2021, Online, June 6-11, 2021","{SOCCER:} An Information-Sparse Discourse State Tracking Collection
in the Sports Commentary Domain",Ruochen Zhang;Carsten Eickhoff,2021
Carsten Eickhoff,Journal,"{SIGIR} '21: The 44th International {ACM} {SIGIR} Conference on Research
and Development in Information Retrieval, Virtual Event, Canada, July
11-15, 2021","Not All Relevance Scores are Equal: Efficient Uncertainty and Calibration
Modeling for Deep Retrieval Models",Daniel Cohen;Bhaskar Mitra;Oleg Lesota;Navid Rekabsaz;Carsten Eickhoff,2021
Carsten Eickhoff,Journal,"{SIGIR} '21: The 44th International {ACM} {SIGIR} Conference on Research
and Development in Information Retrieval, Virtual Event, Canada, July
11-15, 2021",TripClick: The Log Files of a Large Health Web Search Engine,Navid Rekabsaz;Oleg Lesota;Markus Schedl;Jon Brassey;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,TripClick: The Log Files of a Large Health Web Search Engine,Navid Rekabsaz;Oleg Lesota;Markus Schedl;Jon Brassey;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,"Benchmarking Modern Named Entity Recognition Techniques for Free-text
Health Record De-identification",Abdullah Ahmed;Adeel Abbasi;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,"Not All Relevance Scores are Equal: Efficient Uncertainty and Calibration
Modeling for Deep Retrieval Models",Daniel Cohen;Bhaskar Mitra;Oleg Lesota;Navid Rekabsaz;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,"{SOCCER:} An Information-Sparse Discourse State Tracking Collection
in the Sports Commentary Domain",Ruochen Zhang;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,"A Modern Perspective on Query Likelihood with Deep Generative Retrieval
Models",Oleg Lesota;Navid Rekabsaz;Daniel Cohen;Klaus Antonius Grasserbauer;Carsten Eickhoff;Markus Schedl,2021
Carsten Eickhoff,Paper,CoRR,The Cross-Lingual Arabic Information REtrieval {(CLAIRE)} System,Zhizhong Chen;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,"ExpertRank: {A} Multi-level Coarse-grained Expert-based Listwise Ranking
Loss",Zhizhong Chen;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,"PoolRank: Max/Min Pooling-based Ranking Loss for Listwise Learning
{\&} Ranking Balance",Zhizhong Chen;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,IsoScore: Measuring the Uniformity of Vector Space Utilization,William Rudman;Nate Gillman;Taylor Rayne;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,A Novel Corpus of Discourse Structure in Humans and Computers,"Babak Hemmatian;Sheridan Feucht;Rachel Avram;Alexander Wey;Muskaan Garg;Kate Spitalnic;Carsten Eickhoff;Ellie Pavlick;Bj{\""{o}}rn Sandstede;Steven A. Sloman",2021
Carsten Eickhoff,Paper,CoRR,Image-Like Graph Representations for Improved Molecular Property Prediction,Toni Sagayaraj;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,CoRR,"{CODER:} An efficient framework for improving retrieval through COntextualized
Document Embedding Reranking",George Zerveas;Navid Rekabsaz;Daniel Cohen;Carsten Eickhoff,2021
Carsten Eickhoff,Paper,npj Digit. Medicine,"Deep-learning-based real-time prediction of acute kidney injury outperforms
human predictive performance","Nina Rank;Boris Pfahringer;J{\""{o}}rg Kempfert;Christof Stamm;Titus K{\""{u}}hne;Felix Schoenrath;Volkmar Falk;Carsten Eickhoff;Alexander Meyer",2020
Carsten Eickhoff,Paper,{SIGIR} Forum,Report on {CLEF} 2020,Avi Arampatzis;Linda Cappellato;Carsten Eickhoff;Nicola Ferro;Hideo Joho;Evangelos Kanoulas;Christina Lioma;Aur{\'{e}}lie N{\'{e}}v{\'{e}}ol;Theodora Tsikrika;Stefanos Vrochidis,2020
Carsten Eickhoff,Journal,"{AMIA} 2020, American Medical Informatics Association Annual Symposium,
Virtual Event, USA, November 14-18, 2020","Extracting Angina Symptoms from Clinical Notes Using Pre-Trained Transformer
Architectures",Aaron S. Eisman;Nishant R. Shah;Carsten Eickhoff;George Zerveas;Elizabeth S. Chen;Wen{-}Chih Wu;Indra Neil Sarkar,2020
Carsten Eickhoff,Journal,"Proceedings of the 2020 Conference on Empirical Methods in Natural
Language Processing, {EMNLP} 2020, Online, November 16-20, 2020","Do ""Undocumented Workers"" == ""Illegal Aliens""? Differentiating Denotation
and Connotation in Vector Spaces",Albert Webson;Zhizhong Chen;Carsten Eickhoff;Ellie Pavlick,2020
Carsten Eickhoff,Journal,"Proceedings of the 43rd International {ACM} {SIGIR} conference on
research and development in Information Retrieval, {SIGIR} 2020, Virtual
Event, China, July 25-30, 2020",Search Result Explanations Improve Efficiency and Trust,Jerome Ramos;Carsten Eickhoff,2020
Carsten Eickhoff,Journal,"{WSDM} '20: The Thirteenth {ACM} International Conference on Web Search
and Data Mining, Houston, TX, USA, February 3-7, 2020",Overview of the Health Search and Data Mining {(HSDM} 2020) Workshop,Carsten Eickhoff;Yubin Kim;Ryen W. White,2020
Carsten Eickhoff,Paper,CoRR,"Wasserstein Adversarial Autoencoders for Knowledge Graph Embedding
based Drug-Drug Interaction Prediction",Yuanfei Dai;Chenhao Guo;Wenzhong Guo;Carsten Eickhoff,2020
Carsten Eickhoff,Paper,CoRR,Mining Misdiagnosis Patterns from Biomedical Literature,Cindy Li;Elizabeth Chen;Guergana Savova;Hamish Fraser;Carsten Eickhoff,2020
Carsten Eickhoff,Paper,CoRR,"Diagnosis Prevalence vs. Efficacy in Machine-learning Based Diagnostic
Decision Support",Gil Alon;Elizabeth Chen;Guergana Savova;Carsten Eickhoff,2020
Carsten Eickhoff,Paper,CoRR,Brown University at {TREC} Deep Learning 2019,George Zerveas;Ruochen Zhang;Leila Kim;Carsten Eickhoff,2020
Carsten Eickhoff,Paper,CoRR,"A Transformer-based Framework for Multivariate Time Series Representation
Learning",George Zerveas;Srideepika Jayaraman;Dhaval Patel;Anuradha Bhamidipaty;Carsten Eickhoff,2020
Carsten Eickhoff,Paper,CoRR,"Are ""Undocumented Workers"" the Same as ""Illegal Aliens""? Disentangling
Denotation and Connotation in Vector Spaces",Albert Webson;Zhizhong Chen;Carsten Eickhoff;Ellie Pavlick,2020
Carsten Eickhoff,Paper,CoRR,"Extracting Angina Symptoms from Clinical Notes Using Pre-Trained Transformer
Architectures",Aaron S. Eisman;Nishant R. Shah;Carsten Eickhoff;George Zerveas;Elizabeth S. Chen;Wen{-}Chih Wu;Indra Neil Sarkar,2020
Carsten Eickhoff,Paper,Bioinform.,Dynamic compression schemes for graph coloring,"Harun Mustafa;Ingo Schilken;Mikhail Karasikov;Carsten Eickhoff;Gunnar R{\""{a}}tsch;Andr{\'{e}} Kahles",2019
Carsten Eickhoff,Paper,Int. J. Medical Informatics,"Categorization of free-text drug orders using character-level recurrent
neural networks",Yarden Raiskin;Carsten Eickhoff;Patrick E. Beeler,2019
Carsten Eickhoff,Journal,"Advances in Information Retrieval - 41st European Conference on {IR}
Research, {ECIR} 2019, Cologne, Germany, April 14-18, 2019, Proceedings,
Part {I}",Enriching Word Embeddings for Patent Retrieval with Global Context,"Sebastian Hofst{\""{a}}tter;Navid Rekabsaz;Mihai Lupu;Carsten Eickhoff;Allan Hanbury",2019
